model_id,max_speed,displacement,doors,seats,type_id,transmission,fuel,horsepower,price
784,400.0,4.7,2,2,10,manual,híbrido,177 HP,168225.4
785,190.0,2.0,5,7,1,manual,gasolina,272 HP,86449.29
786,191.0,2.0,4,5,3,automatic,híbrido,500 HP,96380.5
787,174.0,2.0,5,5,2,manual,electrico,436 HP,173303.42
788,220.0,2.0,5,5,6,manual,diesel,228 HP,158366.58
789,220.0,2.0,3,4,10,manual,gasolina,468 HP,31068.67
790,190.0,2.0,2,4,9,manual,electrico,182 HP,170895.94
791,205.0,2.5,4,5,3,manual,electrico,500 HP,57460.63
792,181.0,2.0,4,5,3,manual,electrico,402 HP,152373.4
793,180.0,5.0,3,4,0,manual,híbrido,253 HP,175886.97
807,190.0,2.0,5,5,1,manual,diesel,208 HP,176475.16
808,170.0,1.6,5,7,1,automatic,electrico,390 HP,171894.59
811,160.0,2.0,5,5,2,manual,gasolina,125 HP,166619.15
814,170.0,2.0,5,5,2,manual,diesel,485 HP,192194.47
816,0.0,3.5,4,5,3,automatic,gasolina,261 HP,35001.96
817,0.0,3.5,5,6,2,automatic,electrico,120 HP,34973.09
818,0.0,3.5,5,5,2,manual,electrico,145 HP,93563.22
819,0.0,3.5,4,5,3,manual,gasolina,421 HP,172160.18
820,0.0,5.4,5,7,2,automatic,híbrido,291 HP,122048.97
827,195.0,1.2,3,4,4,automatic,electrico,470 HP,80422.55
828,179.0,1.6,3,4,4,automatic,híbrido,403 HP,26941.2
829,168.0,1.6,5,5,2,automatic,híbrido,453 HP,63916.83
830,198.0,1.6,3,2,10,manual,electrico,411 HP,58846.89
831,184.0,1.6,3,4,2,manual,híbrido,400 HP,39120.26
832,192.0,1.6,2,2,12,automatic,híbrido,142 HP,151857.13
839,191.0,1.6,2,4,12,manual,gasolina,157 HP,27508.46
840,236.0,1.6,3,4,4,manual,gasolina,155 HP,90898.6
841,223.0,1.6,5,5,2,automatic,híbrido,329 HP,87569.98
842,238.0,1.6,3,4,4,manual,electrico,335 HP,133232.49
843,224.0,1.6,5,5,2,manual,híbrido,437 HP,147378.18
850,0.0,1.5,5,5,4,automatic,diesel,159 HP,32368.83
851,0.0,1.5,4,5,3,manual,electrico,187 HP,103514.44
853,0.0,2.0,5,5,2,manual,diesel,481 HP,42590.64
854,190.0,2.0,4,5,3,manual,gasolina,154 HP,78235.36
855,180.0,1.6,4,5,3,automatic,gasolina,228 HP,186644.04
856,180.0,1.6,4,5,3,manual,diesel,311 HP,57071.31
857,175.0,1.5,4,5,3,automatic,híbrido,230 HP,127236.86
859,174.0,1.6,5,5,2,manual,híbrido,392 HP,118320.7
860,184.0,1.6,5,5,4,manual,electrico,323 HP,159558.26
861,175.0,1.6,5,5,4,automatic,gasolina,281 HP,124281.31
864,180.0,1.5,5,5,4,manual,híbrido,100 HP,110164.83
865,160.0,2.4,5,5,2,automatic,diesel,245 HP,116815.36
866,0.0,2.4,4,5,8,manual,híbrido,223 HP,65958.69
867,160.0,2.4,5,5,8,manual,electrico,415 HP,84070.79
868,168.0,1.6,5,7,1,manual,diesel,438 HP,198484.83
870,0.0,4.5,2,21,5,manual,híbrido,216 HP,54132.07
871,0.0,3.7,2,2,10,manual,híbrido,285 HP,52939.33
872,315.0,3.8,2,4,10,manual,electrico,387 HP,172288.42
873,0.0,1.6,5,5,4,manual,gasolina,496 HP,50096.48
874,210.0,5.6,5,7,2,automatic,electrico,275 HP,133433.57
905,0.0,3.5,5,7,1,automatic,electrico,199 HP,109343.57
910,175.0,1.4,5,5,4,automatic,electrico,270 HP,152443.57
911,208.0,1.4,5,5,6,manual,gasolina,333 HP,87902.01
912,235.0,2.0,5,5,6,automatic,diesel,250 HP,190835.74
913,200.0,1.4,5,5,6,manual,diesel,231 HP,150952.79
914,190.0,1.4,5,5,2,automatic,diesel,486 HP,138698.83
915,200.0,1.4,4,5,3,manual,diesel,379 HP,152498.2
916,200.0,1.4,5,5,4,automatic,electrico,103 HP,161694.4
917,181.0,1.4,4,5,3,automatic,gasolina,274 HP,152706.3
918,180.0,1.6,5,5,4,manual,híbrido,218 HP,164559.09
919,192.0,1.8,5,5,2,manual,electrico,145 HP,45268.16
932,234.0,2.0,5,5,7,manual,diesel,295 HP,119156.38
933,0.0,2.0,5,5,2,manual,híbrido,191 HP,190949.84
934,0.0,2.0,5,5,2,automatic,gasolina,123 HP,61210.2
935,175.0,2.0,5,5,2,manual,diesel,298 HP,50833.43
936,181.0,2.0,5,7,1,automatic,gasolina,100 HP,115812.99
937,166.0,2.0,5,5,2,manual,gasolina,234 HP,176886.24
938,195.0,2.8,4,5,3,manual,gasolina,242 HP,29505.85
944,0.0,2.0,5,5,2,automatic,electrico,234 HP,110687.92
948,193.0,0.0,4,5,3,manual,gasolina,406 HP,38156.17
952,0.0,1.8,5,7,1,automatic,gasolina,193 HP,156185.69
953,170.0,2.0,5,5,2,manual,electrico,466 HP,25182.94
955,185.0,1.6,5,5,4,automatic,diesel,489 HP,50658.35
956,190.0,2.0,5,5,2,automatic,electrico,214 HP,88913.57
957,195.0,1.6,4,5,3,automatic,gasolina,421 HP,25242.26
958,204.0,2.0,4,5,3,manual,electrico,358 HP,91797.78
959,195.0,1.8,4,5,3,automatic,electrico,411 HP,52021.41
960,183.0,1.8,4,5,3,automatic,híbrido,242 HP,47580.51
961,0.0,2.2,5,7,2,automatic,electrico,432 HP,106967.9
962,180.0,1.4,4,5,3,manual,híbrido,265 HP,72218.75
963,175.0,1.4,5,5,4,automatic,electrico,358 HP,98905.53
964,196.0,2.0,4,5,3,automatic,diesel,281 HP,98236.9
965,0.0,2.0,5,5,2,manual,electrico,271 HP,90555.54
968,187.0,1.6,4,5,3,manual,electrico,145 HP,37765.68
972,190.0,2.0,5,5,3,automatic,híbrido,484 HP,158566.31
973,0.0,2.2,5,6,2,manual,híbrido,195 HP,50536.0
974,0.0,2.4,5,9,1,automatic,electrico,432 HP,122799.49
975,0.0,3.0,4,5,3,manual,electrico,229 HP,58490.33
976,236.0,3.0,4,5,3,automatic,diesel,237 HP,22144.99
977,0.0,2.0,2,4,10,automatic,diesel,485 HP,50547.42
979,190.0,3.8,5,7,2,manual,diesel,319 HP,76563.76
980,240.0,3.8,4,5,3,manual,diesel,453 HP,78577.89
981,0.0,2.4,4,5,3,automatic,electrico,210 HP,76108.14
1004,195.0,1.6,4,4,4,automatic,electrico,119 HP,54294.55
1005,0.0,1.6,5,5,2,automatic,híbrido,152 HP,197935.02
1006,245.0,2.0,4,5,3,automatic,electrico,455 HP,133834.94
1007,250.0,3.5,4,5,3,automatic,electrico,408 HP,51312.86
1008,0.0,3.7,2,4,9,automatic,diesel,239 HP,32379.58
1009,0.0,3.7,2,4,10,automatic,electrico,366 HP,176519.88
1010,240.0,2.5,4,5,3,automatic,diesel,484 HP,78055.9
1011,0.0,3.5,4,5,3,automatic,diesel,173 HP,119470.98
1012,215.0,2.5,5,5,2,manual,diesel,271 HP,59240.43
1013,0.0,3.5,5,7,2,manual,diesel,480 HP,44363.17
1014,0.0,2.5,5,7,2,manual,gasolina,304 HP,113535.64
1015,220.0,3.7,5,5,2,manual,diesel,158 HP,112803.81
1016,240.0,5.6,5,7,2,automatic,gasolina,386 HP,122923.09
1023,249.0,2.5,4,5,3,automatic,híbrido,194 HP,139010.55
1025,120.0,0.8,5,4,4,automatic,electrico,176 HP,142848.62
1027,140.0,1.3,5,5,2,automatic,electrico,157 HP,84475.65
1028,160.0,1.6,5,5,1,automatic,gasolina,258 HP,123806.57
1029,0.0,1.3,5,5,2,automatic,gasolina,223 HP,71828.43
1030,180.0,1.5,5,5,2,manual,diesel,350 HP,60672.42
1031,0.0,1.2,5,8,5,manual,híbrido,419 HP,24158.6
1032,150.0,1.0,5,5,4,automatic,diesel,482 HP,20851.82
1033,150.0,1.3,4,5,3,automatic,diesel,473 HP,59034.15
1034,160.0,1.3,5,5,4,manual,electrico,458 HP,69312.06
1035,172.0,1.5,4,5,3,manual,gasolina,412 HP,96114.46
1038,80.0,0.0,3,2,4,manual,híbrido,193 HP,189320.74
1051,259.0,6.0,2,4,10,automatic,diesel,360 HP,24006.5
1052,306.0,6.0,4,4,10,automatic,híbrido,107 HP,56745.8
1053,330.0,6.0,2,2,9,automatic,híbrido,223 HP,58322.02
1054,305.0,4.7,2,2,10,manual,híbrido,248 HP,40047.35
1055,295.0,6.0,2,2,10,automatic,híbrido,151 HP,94784.38
1056,299.0,6.0,2,4,10,automatic,diesel,101 HP,79640.06
1057,305.0,6.0,2,2,10,manual,gasolina,139 HP,189522.15
1063,302.0,6.0,2,4,10,automatic,diesel,266 HP,50646.5
1065,178.0,1.5,4,5,3,manual,diesel,211 HP,185517.0
1066,166.0,1.3,5,5,4,automatic,electrico,325 HP,46552.22
1067,166.0,1.3,5,5,11,manual,híbrido,455 HP,37019.5
1068,180.0,1.5,4,5,3,manual,diesel,170 HP,29839.27
1069,170.0,1.3,5,5,4,manual,híbrido,199 HP,54429.14
1070,156.0,1.0,4,5,3,manual,electrico,447 HP,134637.51
1071,166.0,1.3,5,5,4,automatic,electrico,438 HP,65526.15
1072,145.0,1.0,5,5,4,manual,híbrido,230 HP,154005.01
1073,0.0,1.0,4,5,3,manual,diesel,406 HP,192126.09
1081,0.0,2.2,4,5,8,automatic,gasolina,195 HP,121030.37
1082,100.0,1.0,4,5,0,manual,gasolina,173 HP,138200.23
1083,105.0,1.0,2,2,0,manual,gasolina,158 HP,120787.6
1084,100.0,1.0,5,5,5,automatic,diesel,291 HP,86700.91
1086,105.0,1.0,5,5,5,automatic,gasolina,159 HP,186296.82
1087,140.0,1.3,6,5,5,manual,diesel,137 HP,135035.16
1088,0.0,1.3,5,5,1,automatic,híbrido,390 HP,93655.17
1089,170.0,1.5,5,5,2,automatic,diesel,413 HP,86725.16
1090,100.0,1.0,2,2,0,automatic,híbrido,500 HP,172947.69
1119,200.0,3.8,5,6,1,manual,híbrido,223 HP,108638.29
1131,240.0,3.0,4,5,3,automatic,diesel,111 HP,146667.63
1132,208.0,3.6,5,7,1,manual,diesel,278 HP,158334.91
1134,195.0,3.0,5,5,2,automatic,electrico,469 HP,98525.0
1135,210.0,3.0,5,5,2,manual,gasolina,226 HP,82687.22
1137,217.0,2.0,5,5,2,automatic,electrico,127 HP,184017.97
1138,210.0,3.0,5,5,2,manual,electrico,122 HP,47433.08
1140,0.0,2.0,5,5,2,manual,diesel,201 HP,150813.02
1145,165.0,1.5,5,5,2,automatic,diesel,264 HP,97618.17
1148,140.0,2.4,5,5,2,automatic,híbrido,233 HP,118564.98
1149,160.0,2.0,5,5,4,manual,electrico,291 HP,154244.53
1151,140.0,2.4,5,7,2,manual,diesel,210 HP,176347.23
1154,155.0,2.0,5,5,2,manual,gasolina,304 HP,155792.1
1155,350.0,6.5,2,2,9,automatic,gasolina,187 HP,164151.71
1159,325.0,5.2,2,2,10,automatic,diesel,126 HP,107231.86
1165,325.0,5.2,2,2,10,manual,electrico,333 HP,167079.95
1168,263.0,3.0,4,5,3,manual,electrico,340 HP,80194.9
1169,263.0,3.0,4,5,3,manual,diesel,161 HP,128460.78
1174,285.0,4.2,2,4,10,automatic,diesel,156 HP,83290.33
1175,0.0,2.2,5,4,1,automatic,híbrido,433 HP,25955.77
1176,0.0,2.2,5,5,2,manual,gasolina,354 HP,76359.1
1177,0.0,1.8,4,5,3,automatic,electrico,261 HP,61940.6
1178,0.0,1.8,5,5,2,automatic,electrico,415 HP,184882.75
1179,0.0,2.0,5,7,1,manual,gasolina,299 HP,57228.23
1180,189.0,1.6,4,5,3,manual,electrico,305 HP,182586.61
1181,180.0,1.4,4,5,3,automatic,gasolina,463 HP,28070.59
1182,190.0,1.6,4,5,3,manual,electrico,207 HP,26710.77
1183,190.0,1.6,5,5,4,automatic,diesel,244 HP,170236.32
1184,210.0,1.6,4,5,3,automatic,híbrido,200 HP,171196.25
1185,200.0,2.0,4,5,3,automatic,electrico,429 HP,57977.11
1186,167.0,1.4,4,5,3,automatic,híbrido,481 HP,127254.15
1187,186.0,1.6,4,5,3,automatic,híbrido,330 HP,60903.71
1188,171.0,2.0,5,5,2,manual,gasolina,108 HP,168959.91
1189,170.0,1.6,5,5,4,automatic,diesel,276 HP,165951.73
1190,190.0,2.0,5,5,2,manual,diesel,322 HP,57497.04
1194,175.0,1.4,5,5,4,manual,diesel,486 HP,150434.46
1195,190.0,3.8,5,7,2,manual,electrico,218 HP,34589.95
1196,0.0,2.0,4,5,3,manual,gasolina,440 HP,174516.28
1197,0.0,2.7,5,7,1,automatic,diesel,336 HP,45082.66
1198,0.0,2.2,5,7,1,automatic,electrico,355 HP,193068.29
1199,210.0,1.6,2,5,10,automatic,gasolina,497 HP,197745.78
1200,190.0,2.2,5,5,2,automatic,electrico,351 HP,176863.53
1201,0.0,2.0,5,5,1,automatic,híbrido,118 HP,97908.21
1221,210.0,2.4,4,5,3,automatic,diesel,102 HP,27125.42
1222,180.0,1.5,4,5,3,manual,gasolina,171 HP,83793.58
1223,200.0,1.5,4,5,3,manual,híbrido,146 HP,94987.05
1224,215.0,1.8,4,5,3,manual,gasolina,380 HP,124759.8
1225,0.0,1.8,4,5,3,manual,diesel,108 HP,61506.44
1226,0.0,2.0,4,5,3,automatic,híbrido,459 HP,37900.51
1227,130.0,0.0,3,4,4,manual,híbrido,203 HP,190562.13
1228,0.0,1.8,5,5,2,manual,híbrido,119 HP,130431.5
1229,188.0,1.8,4,5,3,automatic,gasolina,141 HP,42124.0
1230,0.0,2.5,5,5,2,manual,híbrido,226 HP,169509.61
1231,0.0,2.5,4,5,3,automatic,híbrido,334 HP,174046.88
1232,200.0,2.0,5,5,4,manual,diesel,336 HP,25495.03
1233,0.0,2.0,5,5,2,manual,electrico,289 HP,186147.47
1234,226.0,2.0,2,4,10,automatic,diesel,435 HP,107493.14
1235,0.0,2.0,5,5,2,manual,gasolina,280 HP,26715.45
1236,191.0,2.0,5,5,4,manual,diesel,313 HP,135491.16
1237,255.0,2.5,4,5,3,manual,electrico,181 HP,123969.79
1243,207.0,3.6,5,7,2,manual,electrico,437 HP,183491.96
1244,0.0,1.8,4,5,3,manual,híbrido,435 HP,42792.31
1245,190.0,2.0,5,7,1,automatic,electrico,482 HP,45149.12
1246,160.0,2.5,5,15,5,automatic,gasolina,471 HP,106247.15
1247,150.0,0.0,4,5,3,automatic,gasolina,339 HP,157445.46
1251,185.0,1.6,4,5,3,automatic,gasolina,274 HP,122872.97
1252,205.0,2.0,4,5,3,manual,híbrido,351 HP,37525.54
1253,193.0,1.6,4,5,3,manual,electrico,369 HP,190341.9
1254,187.0,1.6,5,5,11,manual,híbrido,231 HP,39459.81
1255,195.0,1.6,5,5,4,automatic,electrico,473 HP,106295.94
1256,195.0,1.6,4,5,3,manual,electrico,411 HP,138453.41
1257,165.0,1.4,5,5,4,manual,gasolina,225 HP,123060.78
1264,185.0,1.6,4,5,4,manual,gasolina,472 HP,60529.72
1265,184.0,2.0,5,5,2,automatic,diesel,433 HP,134681.61
1266,202.0,1.6,3,5,4,automatic,híbrido,276 HP,155058.62
1287,190.0,2.0,5,7,1,automatic,gasolina,492 HP,185017.64
1288,130.0,2.5,3,6,5,manual,híbrido,305 HP,161893.03
1293,130.0,2.5,3,7,5,automatic,electrico,369 HP,67476.38
1311,150.0,1.6,5,5,2,automatic,gasolina,332 HP,30971.92
1312,0.0,1.1,5,7,5,automatic,diesel,301 HP,148716.69
1313,150.0,1.6,5,5,2,manual,electrico,455 HP,191630.25
1321,185.0,2.0,5,5,2,automatic,híbrido,415 HP,185507.35
1322,219.0,2.5,4,5,3,manual,gasolina,176 HP,71738.66
1323,0.0,1.6,4,5,3,manual,gasolina,292 HP,107866.21
1324,130.0,2.7,2,23,5,automatic,diesel,181 HP,117435.89
1325,200.0,4.0,5,8,2,automatic,gasolina,278 HP,39149.85
1326,170.0,2.7,5,5,2,automatic,electrico,235 HP,150657.26
1327,180.0,1.8,5,5,4,automatic,híbrido,324 HP,39195.53
1328,220.0,2.5,4,5,3,automatic,diesel,170 HP,171424.92
1329,170.0,1.3,4,5,3,manual,híbrido,223 HP,66432.94
1330,195.0,1.6,4,5,3,automatic,gasolina,258 HP,92836.4
1331,175.0,4.0,5,5,2,automatic,híbrido,372 HP,86616.53
1332,180.0,2.7,5,5,2,manual,híbrido,229 HP,67366.79
1333,180.0,2.4,5,7,1,automatic,gasolina,378 HP,146618.77
1334,230.0,4.0,4,5,2,manual,diesel,147 HP,48619.13
1335,226.0,2.0,2,4,10,manual,diesel,437 HP,158978.16
1336,0.0,4.7,5,7,2,manual,gasolina,381 HP,96823.72
1337,205.0,2.5,3,5,10,automatic,diesel,484 HP,87485.91
1341,180.0,2.4,5,7,1,automatic,electrico,463 HP,44012.57
1342,0.0,2.7,5,7,1,manual,híbrido,430 HP,84653.95
1385,0.0,1.3,5,5,4,manual,híbrido,369 HP,48921.01
1386,190.0,2.0,4,5,3,manual,diesel,318 HP,148177.39
1387,200.0,2.5,4,5,3,manual,gasolina,422 HP,152791.71
1388,0.0,1.6,4,5,3,manual,electrico,257 HP,95557.05
1389,168.0,1.3,5,5,4,automatic,electrico,305 HP,191174.34
1390,182.0,1.6,5,5,1,automatic,electrico,218 HP,53861.25
1392,0.0,2.7,5,5,2,automatic,gasolina,282 HP,133706.81
1395,135.0,2.0,4,11,5,manual,electrico,170 HP,51472.37
1396,135.0,2.0,4,9,5,manual,gasolina,208 HP,156397.47
1398,160.0,2.0,4,11,5,manual,electrico,451 HP,122122.85
1399,160.0,2.4,4,9,5,automatic,gasolina,397 HP,54611.35
1400,0.0,1.3,5,7,1,manual,híbrido,424 HP,51708.45
1401,0.0,2.0,4,5,8,manual,electrico,261 HP,90934.17
1402,150.0,2.4,4,5,8,manual,electrico,500 HP,52160.45
1404,140.0,2.4,5,7,2,manual,híbrido,165 HP,143964.29
1405,120.0,2.0,5,7,2,manual,híbrido,304 HP,88526.45
1406,120.0,2.0,4,5,8,manual,electrico,290 HP,36894.61
1407,120.0,2.0,4,5,8,manual,electrico,324 HP,192065.75
1408,125.0,2.4,4,5,8,automatic,gasolina,481 HP,119241.62
1409,125.0,2.2,5,5,2,manual,híbrido,296 HP,184664.51
1410,197.0,1.6,4,5,3,manual,diesel,286 HP,76067.48
1412,193.0,1.6,5,5,4,automatic,gasolina,492 HP,199922.08
1413,190.0,1.6,4,5,3,automatic,híbrido,134 HP,170051.51
1416,160.0,2.0,5,5,2,manual,electrico,200 HP,145471.79
1417,160.0,2.0,5,5,2,automatic,gasolina,203 HP,112705.41
1418,120.0,2.2,4,5,8,manual,electrico,170 HP,69605.95
1419,120.0,2.2,4,5,8,manual,electrico,474 HP,85935.17
1420,120.0,2.2,4,5,8,automatic,electrico,101 HP,37781.63
1424,140.0,1.3,5,5,1,manual,gasolina,161 HP,108890.51
1425,120.0,1.0,5,4,5,automatic,híbrido,262 HP,56981.91
1426,130.0,1.2,5,8,5,manual,híbrido,228 HP,157205.03
1427,120.0,1.0,5,8,5,automatic,electrico,428 HP,195088.06
1428,120.0,1.0,2,2,8,automatic,híbrido,404 HP,26809.9
1434,0.0,3.7,2,4,12,manual,gasolina,446 HP,136207.52
1435,0.0,3.3,2,2,10,manual,híbrido,234 HP,132525.63
1436,0.0,2.0,2,2,9,automatic,diesel,290 HP,34368.67
1437,0.0,1.6,4,5,3,manual,diesel,179 HP,154267.8
1438,0.0,1.6,5,5,4,manual,electrico,315 HP,93077.17
1439,160.0,1.5,4,5,3,manual,electrico,304 HP,67697.47
1441,170.0,1.5,4,5,3,automatic,diesel,462 HP,120679.74
1442,0.0,2.0,5,5,3,manual,gasolina,497 HP,44751.11
1443,165.0,1.6,5,5,2,manual,gasolina,355 HP,67715.56
1444,165.0,2.0,5,5,2,automatic,híbrido,182 HP,117690.91
1445,165.0,2.0,5,5,2,automatic,gasolina,143 HP,178185.37
1446,180.0,1.6,5,5,4,automatic,electrico,287 HP,105062.7
1447,170.0,1.6,5,7,1,automatic,diesel,494 HP,188667.97
1448,165.0,1.3,5,5,4,manual,híbrido,443 HP,71051.6
1450,165.0,1.6,4,5,3,automatic,electrico,344 HP,27477.64
1451,0.0,1.8,5,5,2,manual,híbrido,454 HP,188955.93
1452,178.0,2.0,4,5,3,manual,electrico,239 HP,197735.13
1453,0.0,1.8,5,5,2,automatic,diesel,127 HP,53391.78
1454,0.0,2.4,5,5,2,manual,electrico,282 HP,77665.1
1457,195.0,1.8,4,5,3,manual,diesel,473 HP,68040.96
1458,0.0,2.0,4,5,3,manual,electrico,353 HP,178726.28
1459,0.0,6.0,4,5,3,automatic,electrico,420 HP,179820.78
1470,155.0,2.3,4,9,5,automatic,diesel,471 HP,170224.68
1472,0.0,1.5,4,5,3,automatic,electrico,282 HP,111339.82
1473,165.0,1.3,5,5,4,automatic,gasolina,372 HP,32168.17
1474,0.0,1.8,5,5,2,automatic,electrico,314 HP,195971.86
1475,150.0,1.3,4,5,3,automatic,diesel,238 HP,163670.46
1476,0.0,1.5,5,5,4,automatic,diesel,419 HP,28075.46
1477,172.0,1.5,4,5,3,manual,electrico,303 HP,27596.73
1478,165.0,1.5,4,5,3,manual,electrico,164 HP,97867.77
1479,0.0,1.8,5,5,2,manual,híbrido,147 HP,99807.22
1480,0.0,2.4,4,5,4,automatic,electrico,157 HP,29385.78
1481,170.0,1.5,5,5,11,automatic,diesel,401 HP,195834.4
1482,165.0,1.5,5,5,4,automatic,gasolina,448 HP,130789.75
1483,170.0,1.5,4,5,3,automatic,híbrido,500 HP,31678.22
1485,165.0,1.5,5,5,11,manual,diesel,211 HP,116405.54
1486,165.0,1.5,5,5,4,manual,gasolina,326 HP,118049.37
1487,165.0,1.5,4,5,3,automatic,electrico,180 HP,190541.54
1488,172.0,1.3,5,5,4,manual,híbrido,142 HP,180453.85
1489,182.0,1.3,4,5,3,automatic,gasolina,155 HP,111452.15
1490,0.0,1.0,5,5,4,automatic,electrico,335 HP,179468.69
1491,0.0,1.3,5,5,4,manual,diesel,111 HP,155992.77
1492,0.0,1.5,4,5,3,manual,diesel,116 HP,99728.22
1494,145.0,1.0,4,5,3,manual,híbrido,302 HP,148310.79
1509,180.0,2.0,4,5,3,manual,híbrido,216 HP,176613.1
1516,180.0,1.8,4,5,3,manual,gasolina,119 HP,175174.37
1520,180.0,1.5,4,5,3,automatic,electrico,486 HP,78937.89
1521,170.0,1.5,5,5,1,manual,híbrido,455 HP,191853.19
1522,95.0,0.0,4,4,3,manual,híbrido,438 HP,121501.7
1524,160.0,1.9,4,8,5,automatic,gasolina,151 HP,68035.66
1526,165.0,2.0,5,7,1,automatic,híbrido,347 HP,89175.69
1527,175.0,1.5,5,5,2,automatic,híbrido,245 HP,96218.94
1528,180.0,2.0,5,5,2,manual,diesel,399 HP,86021.26
1529,120.0,2.2,4,5,8,automatic,híbrido,390 HP,138909.45
1530,160.0,2.0,5,5,2,manual,diesel,455 HP,107231.66
1531,175.0,1.3,4,5,3,manual,híbrido,362 HP,40178.92
1534,135.0,1.9,4,5,5,automatic,híbrido,417 HP,121968.29
1535,150.0,1.0,5,5,4,automatic,gasolina,345 HP,105214.66
1536,150.0,1.0,5,5,11,automatic,diesel,413 HP,104973.64
1543,175.0,1.5,4,5,3,manual,diesel,487 HP,46088.06
1544,140.0,2.0,4,5,8,manual,gasolina,234 HP,23913.61
1545,100.0,2.8,2,2,0,automatic,gasolina,471 HP,46458.23
1546,115.0,4.3,2,3,0,automatic,diesel,444 HP,139725.89
1549,165.0,2.0,5,5,2,manual,gasolina,238 HP,131400.8
1550,0.0,2.4,4,5,8,manual,gasolina,199 HP,166287.86
1551,160.0,2.4,5,5,2,automatic,diesel,305 HP,173002.37
1553,120.0,2.0,4,5,5,automatic,gasolina,387 HP,157251.28
1554,140.0,2.4,4,12,5,manual,gasolina,211 HP,160490.33
1556,135.0,2.0,4,6,5,automatic,gasolina,262 HP,170074.47
1557,0.0,1.0,5,5,5,manual,electrico,318 HP,60914.54
1558,0.0,2.0,5,5,2,automatic,gasolina,410 HP,187590.36
1559,130.0,2.1,4,5,8,manual,diesel,386 HP,36876.14
1560,130.0,2.2,4,5,8,manual,electrico,488 HP,154767.83
1562,0.0,2.0,4,10,5,automatic,diesel,206 HP,170626.02
1563,160.0,1.5,5,5,2,manual,diesel,275 HP,93210.08
1564,0.0,2.2,4,5,8,automatic,diesel,306 HP,199626.17
1565,180.0,1.8,5,5,4,manual,diesel,135 HP,46128.9
1566,180.0,2.5,4,5,3,automatic,diesel,462 HP,150877.26
1567,225.0,2.5,4,5,3,manual,diesel,276 HP,24787.01
1568,190.0,2.5,4,5,3,manual,diesel,407 HP,158079.98
1569,180.0,4.0,5,7,2,manual,híbrido,429 HP,196118.39
1570,225.0,2.5,4,5,3,manual,diesel,252 HP,102324.39
1571,210.0,2.5,2,4,9,automatic,electrico,261 HP,102318.93
1572,325.0,4.8,2,2,10,manual,electrico,284 HP,32864.75
1573,250.0,4.6,4,5,3,manual,híbrido,371 HP,138913.17
1574,250.0,5.0,4,5,3,manual,diesel,134 HP,153520.05
1575,220.0,5.7,5,8,2,manual,híbrido,417 HP,76381.91
1576,270.0,5.0,2,4,10,manual,híbrido,106 HP,45188.68
1577,200.0,2.7,5,5,2,manual,gasolina,458 HP,66397.6
1578,200.0,3.5,5,5,2,automatic,gasolina,124 HP,73986.1
1587,198.0,2.5,4,5,3,manual,híbrido,211 HP,176216.3
1588,115.0,1.0,5,5,5,automatic,híbrido,111 HP,188346.17
1589,160.0,1.3,5,5,4,manual,gasolina,360 HP,117548.11
1590,155.0,1.3,4,5,3,manual,híbrido,454 HP,165758.42
1591,160.0,1.3,5,5,4,automatic,híbrido,230 HP,154834.11
1592,170.0,1.3,4,5,3,manual,híbrido,287 HP,174066.64
1593,160.0,1.5,4,5,3,automatic,electrico,285 HP,66912.89
1594,160.0,1.5,4,5,3,automatic,híbrido,459 HP,90677.98
1595,175.0,1.5,4,5,3,automatic,electrico,401 HP,124369.8
1597,170.0,1.8,5,5,2,manual,electrico,479 HP,191225.61
1598,120.0,1.3,5,5,5,automatic,gasolina,256 HP,23722.88
1601,155.0,1.3,5,5,4,manual,electrico,437 HP,117557.97
1602,190.0,1.6,4,5,3,automatic,electrico,411 HP,142351.36
1603,0.0,1.5,5,5,6,automatic,gasolina,438 HP,130576.08
1604,210.0,1.6,5,5,6,manual,electrico,326 HP,156235.0
1605,180.0,1.5,5,5,3,manual,electrico,244 HP,42622.74
1606,250.0,0.0,4,5,3,manual,diesel,172 HP,130011.56
1607,250.0,6.6,2,4,3,manual,diesel,378 HP,79003.23
1608,0.0,6.7,4,5,3,manual,electrico,421 HP,113891.87
1609,203.0,2.0,4,5,3,automatic,gasolina,218 HP,122099.67
1610,185.0,2.5,5,7,1,automatic,electrico,298 HP,122292.94
1611,173.0,2.5,5,5,2,automatic,gasolina,124 HP,95268.15
1612,200.0,2.0,4,5,3,manual,electrico,137 HP,127443.73
1613,198.0,2.0,5,5,6,manual,gasolina,194 HP,88576.7
1614,201.0,2.0,4,5,3,manual,diesel,232 HP,153027.75
1615,203.0,2.0,4,5,3,manual,electrico,415 HP,126996.99
1618,192.0,3.7,5,7,2,manual,gasolina,393 HP,169027.8
1619,194.0,2.0,2,2,9,automatic,híbrido,339 HP,165422.85
1620,176.0,1.6,5,5,4,automatic,diesel,106 HP,158337.9
1629,188.0,2.0,5,7,1,automatic,gasolina,307 HP,152451.99
1630,188.0,1.5,5,5,4,automatic,híbrido,389 HP,64746.09
1631,172.0,1.3,5,5,4,automatic,gasolina,265 HP,138175.93
1632,172.0,1.3,4,5,3,manual,híbrido,235 HP,49469.09
1633,187.0,1.6,4,5,3,automatic,electrico,500 HP,37962.97
1634,174.0,1.6,4,5,3,automatic,diesel,452 HP,145037.74
